name,departement,region,Fermeture_Estivale,colors,longitude,latitude
Le Refuge de Pantin,Seine-Saint-Denis,Île-de-France,Modification,orange,2.419202499999983,48.89408909999999
Hors la rue - centre d'appui aux maraudes,Seine-Saint-Denis,Île-de-France,Fermé,red,2.4292906000000585,48.8558505
CAARUD PROSES Saint-Denis,Seine-Saint-Denis,Île-de-France,Fermé,red,2.3530776,48.9382126
CAARUD PROSES Montreuil,Seine-Saint-Denis,Île-de-France,Fermé,red,2.4368276,48.8635707
CAARUD Yucca,Seine-Saint-Denis,Île-de-France,Fermé,red,2.485635000000002,48.8985435
CAARUD Aurore,Seine-Saint-Denis,Île-de-France,Fermé,red,2.526701,48.951627
PARIS_WIFI_1605,Seine-Saint-Denis,Île-de-France,Ouvert,green,2.28780693818,48.8618069109
PARIS_WIFI_1516,Seine-Saint-Denis,Île-de-France,Ouvert,green,2.31997324617,48.8404958444
PARIS_WIFI_1604,Seine-Saint-Denis,Île-de-France,Ouvert,green,2.28908120195,48.8626737875
Sanisette,Seine-Saint-Denis,Île-de-France,Ouvert,green,2.33553744078,48.9010611628
Distribution alimentaire,Seine-Saint-Denis,Île-de-France,Ouvert,green,2.5209391999999298,48.94596099999999
Distribution alimentaire,Seine-Saint-Denis,Île-de-France,Ouvert,green,2.4109708999999384,48.89271830000001
CMP Pantin,Seine-Saint-Denis,Île-de-France,Fermé,red,2.4198930999999675,48.894232
Restos du Coeur d'Aubervilliers,Seine-Saint-Denis,Île-de-France,Fermé,red,2.3822339,48.9185744
Restos du Coeur d'Aulnay-sous-Bois,Seine-Saint-Denis,Île-de-France,Fermé,red,2.480516800000032,48.9534575
Restos du Coeur de Bondy,Seine-Saint-Denis,Île-de-France,Fermé,red,2.4717946000000666,48.9025429
Restos du Coeur de Drancy,Seine-Saint-Denis,Île-de-France,Fermé,red,2.448045099999945,48.92261819999999
Restos du Coeur de Dugny,Seine-Saint-Denis,Île-de-France,Fermé,red,2.4164700999999695,48.9521196
Restos du Coeur de La Courneuve,Seine-Saint-Denis,Île-de-France,Fermé,red,2.3821207999999388,48.926579
Restos du Coeur du Pré-Saint-Gervais,Seine-Saint-Denis,Île-de-France,Fermé,red,2.399257900000066,48.8885067
Restos du Coeur des Lilas,Seine-Saint-Denis,Île-de-France,Fermé,red,2.416016300000024,48.87821599999999
Restos du Coeur de Noisy-le-Grand,Seine-Saint-Denis,Île-de-France,Fermé,red,2.5393989000000374,48.8459843
Restos du Coeur de Noisy-le-Sec,Seine-Saint-Denis,Île-de-France,Fermé,red,2.4549764999999297,48.89010609999999
Restos du Coeur de Pantin,Seine-Saint-Denis,Île-de-France,Fermé,red,2.4198456000000306,48.8928508
Restos du Coeur de Pierrefitte,Seine-Saint-Denis,Île-de-France,Fermé,red,2.362239499999987,48.9587119
Restos du Coeur de Saint-Denis,Seine-Saint-Denis,Île-de-France,Fermé,red,2.3488082999999733,48.94302099999999
Restos du Coeur de Saint-Ouen,Seine-Saint-Denis,Île-de-France,Fermé,red,2.3246079000000464,48.90594769999999
Restos du Coeur de Stains,Seine-Saint-Denis,Île-de-France,Fermé,red,2.3846604000000298,48.9555691
Restos du Coeur de Tremblay-en-France,Seine-Saint-Denis,Île-de-France,Modification,orange,2.564855200000011,48.9475854
Restos du Coeur de Villepinte,Seine-Saint-Denis,Île-de-France,Modification,orange,2.5401153999999906,48.95577429999999
Le Pôle Social,Seine-Saint-Denis,Île-de-France,Fermé,red,2.30550089999997,48.95929719999999
Restos du Coeur du Bourget,Seine-Saint-Denis,Île-de-France,Fermé,red,2.4251074,48.9338383
Restos du Coeur de Neuilly-sur-Marne,Seine-Saint-Denis,Île-de-France,Fermé,red,2.532913600000029,48.8673404
Restos du Coeur de Montreuil,Seine-Saint-Denis,Île-de-France,Fermé,red,2.4292906000000585,48.8558505
Restos du Coeur de Sevran,Seine-Saint-Denis,Île-de-France,Fermé,red,2.528521400000045,48.9390419
Centre de distribution Croix Rouge,Seine-Saint-Denis,Île-de-France,Fermé,red,2.38981519999993,48.9159936
Centre de distribution Croix Rouge - Bondy,Seine-Saint-Denis,Île-de-France,Fermé,red,2.4881425999999465,48.8975604
Boutique Alimentaire de Dugny,Seine-Saint-Denis,Île-de-France,Fermé,red,2.4164700999999695,48.9521196
Centre de distribution Croix Rouge,Seine-Saint-Denis,Île-de-France,Fermé,red,2.4277720000000045,48.9364508
Centre de distribution Croix Rouge du Pré-Saint-Gervais,Seine-Saint-Denis,Île-de-France,Fermé,red,2.4038384,48.8857333
Centre de distribution Croix Rouge,Seine-Saint-Denis,Île-de-France,Fermé,red,2.5111268000000564,48.8950661
