name,Fermeture_Estivale,colors,longitude,latitude
Bagagerie de la Maison Mimir,Modification,orange,7.759420699999964,48.5828685
PAAS du CCAS de Strasbourg,Ouvert,green,7.752945,48.57351610000001
Abribus - Gare,Fermé,red,7.7352631,48.5850344
Armée du Salut - Poste de Strasbourg,Fermé,red,7.7458709999999655,48.5806634
Permanence de l'Arc-en-Ciel,Modification,orange,7.75448259999996,48.5839317
l’Étage - Club des Jeunes,Modification,orange,7.753416600000037,48.5804207
Petits déjeuners au Foyer Notre Dame,Ouvert,green,7.7457907,48.5830409
Paroisse du Temple Neuf,Ouvert,green,7.749255700000049,48.58318329999999
Centre Fritz Kiener - Accueil de jour CCAS,Ouvert,green,7.760284899999988,48.5820425
Antenne Cronenbourg - St Florent,Modification,orange,7.722002599999996,48.5959607
Presbytère St Aloyse - Neudorf,Ouvert,green,7.76139390000003,48.5637256
Notre-Dame - Ste Madeleine,Ouvert,green,7.755193599999999,48.5794446
Unité locale de la Croix-Rouge à Strasbourg,Ouvert,green,7.767463200000066,48.58753960000001
Equipe Saint-Vincent,Fermé,red,7.778048499999998,48.5875453
Accueil de jour - Femmes de paroles,Ouvert,green,7.725014999999985,48.577764
Restos du Cœur Cronenbourg,Ouvert,green,7.717571599999928,48.6031577
Restos du coeur d'Ostwald,Fermé,red,7.7116506,48.5528166
Restos du coeur Lingolsheim,Ouvert,green,7.6899301,48.552891
Restos du Cœur Robertsau,Ouvert,green,7.783850099999995,48.60966699999999
Centre Socio-Culturel l'Escale (CSC),Fermé,red,7.783850099999995,48.60966699999999
Siège des Restos du Cœur,Ouvert,green,7.7370103,48.55248639999999
Plate-forme de Solidarité de Neudorf,Fermé,red,7.77113559999998,48.5662245
Toilettes publiques Saint-Guillaume,Ouvert,green,7.757926400000001,48.5831757
Toilettes publiques Place du Château,Ouvert,green,7.751432600000044,48.58118
Toilettes publiques Barrage Vauban,Ouvert,green,7.7393116,48.5792649
Toilettes publiques National,Ouvert,green,7.737908999999999,48.5817041
Toilettes publiques Etoile,Ouvert,green,7.75371419999999,48.5741533
Toilettes publiques Marché Neudorf,Ouvert,green,7.761360099999999,48.5673667
Toilettes publiques Marne,Ouvert,green,7.774783800000023,48.5851396
Communauté Emmaüs de Strasbourg,Ouvert,green,7.707404200000042,48.5691559
Bains municipaux,Ouvert,green,7.7596790000000055,48.5835055
ITHAQUE - CSAPA et CAARUD,Ouvert,green,7.739242600000011,48.585043
Centre Social Protestant,Fermé,red,7.75036369999998,48.5841575
VIADUQ – France Victimes 67,Ouvert,green,7.713585899999998,48.60408179999999
Clair foyer (FAE) - Home Protestant,Ouvert,green,7.7379085,48.57604629999999
Hébergement Home - Home Protestant,Ouvert,green,7.747315100000037,48.57973519999999
Coffee Bar - Accueil de jour,Fermé,red,7.7450963,48.5778488
Point d'Accueil et de Solidarité (PAS) en gare de Strasbourg - SNCF,Fermé,red,7.733667,48.58418
Accueil de jour / CHRS Flora Tristan,Ouvert,green,7.749453899999935,48.59061819999999
AIDES à Strasbourg,Ouvert,green,7.749737399999999,48.5770956
ALT - Centre d'accueil et de soins,Ouvert,green,7.7537849,48.58933709999999
Centre d'accueil - Antenne Gare,Ouvert,green,7.736294199999975,48.5834276
SPADA - Structure de Premier Accueil pour les Demandeurs d'Asile,Ouvert,green,7.7399622,48.5515795
La Fringale - Restos du Cœur,Fermé,red,7.7348432,48.5892217
Centre Socio-Culturel LUPOVINO,Fermé,red,7.771982999999977,48.5530329
Mouvement du Nid - Délégation du Bas-Rhin,Ouvert,green,7.742664099999998,48.58814529999999
Secours Populaire du Port du Rhin,Ouvert,green,7.796827500000063,48.5732632
Service Hébergement Relais Saint-Exupéry - Antenne Neuhof,Ouvert,green,7.771786700000007,48.5482423
CCAS - Les Remparts - Accueil de nuit,Ouvert,green,7.7348432,48.5892217
Centre de stabilisation Les Berges de l'Ain - Adoma,Ouvert,green,7.734176299999945,48.56782
Maison d'Accueil le 30,Ouvert,green,7.7605258,48.5888619
Centre Rosa Parks,Ouvert,green,7.74413119999997,48.5891147
Pension de famille la Couronne - Adoma,Ouvert,green,7.739968900000008,48.5861318
Maison relais,Ouvert,green,7.767987199999993,48.5718618
Centre d'accueil de demandeurs d'asile (CADA) Strasbourg- Adoma,Ouvert,green,7.760794300000043,48.545847
Résidence sociale Kibitzenau - Adoma,Ouvert,green,7.766724899999986,48.5578271
Résidence sociale La Couronne - Adoma,Ouvert,green,7.740477999999939,48.58626869999999
Résidence sociale Lausanne - Adoma,Ouvert,green,7.75806149999994,48.57720490000001
Résidence sociale Metzgerau - Adoma,Ouvert,green,7.741893399999981,48.550142
Centre d'Hébergement d'Urgence Les Romains (CHU) - Adoma,Ouvert,green,7.705299200000013,48.5781068
Résidence sociale Ziegelwasser - Adoma,Ouvert,green,7.777520999999979,48.56402
Résidence Les Foulons - Home Protestant,Ouvert,green,7.72831819999999,48.5736237
Résidence sociale des Petites Fermes - Adoma,Ouvert,green,7.711003799999958,48.5798718
CADA Les Cèdres - Centre d'Accueil pour Demandeurs d'Asile,Ouvert,green,7.718458999999939,48.59079699999999
CIR – Centre d’Insertion pour Réfugiés,Ouvert,green,7.771839199999998,48.5671107
HUDA – Service d’Urgence,Ouvert,green,7.766204000000001,48.5560035
CADA - Centre d'Accueil pour Demandeurs d'Asile - Croix-Rouge,Ouvert,green,7.72210199999995,48.6041561
Centre d'Accueil pour Demandeurs d'Asile - CADA,Ouvert,green,7.767714599999977,48.5601235
Centre médical et dentaire de Strasbourg,Fermé,red,7.756660199999942,48.5811064
PASS / La Boussole de l'Hôpital Civil,Ouvert,green,7.74903530000006,48.577265
"Centre d'Accueil, de Soins et d'Orientation (CASO) - Médecins du Monde",Ouvert,green,7.749937199999977,48.5890841
Halte Bayard / RSAvenir,Ouvert,green,7.733001999999942,48.5885
Espace de santé mutualiste,Ouvert,green,7.771054499999991,48.577171
Planning Familial du Bas-Rhin,Fermé,red,7.742847500000039,48.5829135
Castrami,Ouvert,green,7.732545699999946,48.58107460000001
Centre d'Information sur les Droits des Femmes et des Familles (CIDFF) du Bas-Rhin,Ouvert,green,7.74310689999993,48.5826205
Parole sans Frontière,Fermé,red,7.746772699999999,48.5825798
Cimade - Délégation de Strasbourg,Fermé,red,7.75036369999998,48.5841575
Collectif pour l'Accueil des Solliciteurs d'Asile à Strasbourg - CASAS,Ouvert,green,7.7502872,48.58414039999999
Ateliers Passerelle,Ouvert,green,7.727517300000045,48.5714061
Mutualité sociale agricole MSA,Ouvert,green,7.736755899999935,48.5814946
Maison de la justice et du droit,Fermé,red,7.77409990000001,48.5811863
Themis,Ouvert,green,7.74310689999993,48.5826205
SOS Aide aux Habitants Strasbourg,Ouvert,green,7.7536768,48.5487915
Mission Locale pour l'Emploi  secteur Centre/Nord,Ouvert,green,7.733666699999958,48.5812896
CAF Hautepierre- Strasbourg,Ouvert,green,7.705966600000011,48.591451
Restos du Cœur Meinau ,Fermé,red,7.738943699999936,48.5549038
MDA (Maison des adolescents) de Strasbourg,Ouvert,green,7.750027899999964,48.57526850000001
Emmaüs Connect Strasbourg,Fermé,red,7.738639899999953,48.5862468
Accueil de jour Strasbourg Action Solidarité,Ouvert,green,7.7739113999999745,48.5812513
Distribution alimentaire Strasbourg Action Solidarité,Modification,orange,7.73449549999998,48.58505709999999
Repère du Carillon - La Cloche,Fermé,red,7.763823000000002,48.5774021
ITHAQUE - ARGOS Salle de consommation à moindre risque (SCMR),Ouvert,green,7.746194699999933,48.5740466
Kodiko Strasbourg,Modification,orange,7.725165000000061,48.59086979999999
La Bulle,Ouvert,green,7.760394499999999,48.5826705
Distribution alimentaire du Bonheur d'un Sourire,Ouvert,green,7.7344955,48.58505709999999
Abribus - Bourse,Fermé,red,7.753520599999998,48.5760969
Centre de vaccination,Ouvert,green,7.752945,48.57351610000001
Association LIANES,Ouvert,green,7.786305299999999,48.57832319999999
Toilettes publiques Bowling,Modification,orange,7.7768712,48.5912905
Toilettes publiques Europe,Modification,orange,7.773352000000001,48.5948369
Toilettes publiques Jardin des Deux Rives,Modification,orange,7.796475900000001,48.5675095
Toilettes publiques Parc de la Citadelle,Modification,orange,7.7733583,48.57690969999999
Popmod - Cité de l'Ill,Fermé,red,7.774500199999999,48.6130886
Secours Populaire Meinau,Modification,orange,7.751603299999999,48.56178740000001
Toilettes publiques Place Kléber,Ouvert,green,7.7457907,48.5830409
Restaurant Social Les 7 Pains,Ouvert,green,7.7543052,48.5847543
Piscine de la Kibitzenau,Modification,orange,7.763810400000001,48.55737429999999
Bus du Coeur,Ouvert,green,7.729995000000001,48.5858253
Restos du Cœur Hautepierre,Fermé,red,7.701811199999998,48.5960607
Fontaine Place Broglie,Ouvert,green,7.750985500000001,48.5851208
Fontaine Rue des Grandes Arcades,Ouvert,green,7.7471758,48.58273089999999
Fontaine Quai des Belges,Ouvert,green,7.779803800000002,48.57725440000001
Boutique Solidarité,Fermé,red,7.745766700000002,48.58082020000001
Toilettes Parking Gutenberg,Ouvert,green,7.7481688,48.5812331
Toilettes Parking Opéra Broglie,Ouvert,green,7.749244099999999,48.5852746
Fontaine Place St Thomas,Ouvert,green,7.745836,48.580013
Fontaine Place du Marché Neudorf,Ouvert,green,7.7595437,48.5661852
Fontaine Place de l’Esplanade,Ouvert,green,7.768758600000002,48.5767102
Fontaine Place d’Austerlitz,Ouvert,green,7.753710300000001,48.5777414
Service d’Accompagnement de Mineurs Isolés,Ouvert,green,7.750408499999998,48.57996130000001
Fontaine Square Heitz  (aire de jeux),Ouvert,green,7.769214999999999,48.576258
Unité locale de Molsheim,Ouvert,green,7.493911799999999,48.5408285
Unité locale d'Erstein Benfeld,Ouvert,green,7.6648307,48.4201363
La Maraude du Partage,Ouvert,green,7.743938300000001,48.5829973
Desclicks – L’informatique Solidaire,Fermé,red,7.752445199999999,48.606036
Pôle Asile de Strasbourg,Ouvert,green,7.7150536,48.580201
Action d’insertion par l’emploi et le logement pour personnes régularisées,Ouvert,green,7.7664402,48.5564769
Réseau d'Accueil Solidaire,Ouvert,green,7.750799199999999,48.58358729999999
Résidence Aretha Franklin,Ouvert,green,7.750799199999999,48.58358729999999
Résidence Saint Exupery,Ouvert,green,7.710944199999998,48.5311056
Résidence Tomi Ungerer,Ouvert,green,7.7105222,48.59168040000001
Antenne Centre- St Pierre Le Jeune,Ouvert,green,7.745633,48.58953320000001
Antenne Robertsau - St Louis,Ouvert,green,7.781154,48.6003669
Antenne de Neudorf- Ste Thérèse Paroisse Saint-Léon,Ouvert,green,7.7507717,48.567389
Micro-crèche d'insertion La Cour Enchantée,Ouvert,green,7.718342499999999,48.5840719
Epicerie Sociale,Fermé,red,7.769646400000003,48.5465484
Pôle emploi Strasbourg Danube,Ouvert,green,7.7686741,48.5721879
Pôle emploi Strasbourg Hautepierre,Ouvert,green,7.711986299999999,48.5927196
Pôle emploi Strasbourg Meinau,Ouvert,green,7.7459273,48.5597333
Pôle emploi Strasbourg Pont Matthis,Ouvert,green,7.7342687,48.5777276
Pôle emploi Strasbourg Seyboth,Ouvert,green,7.739236399999998,48.5817798
Pôle emploi Lingolsheim,Ouvert,green,7.694127000000001,48.55674
Pôle emploi Schiltigheim,Ouvert,green,7.717710500000001,48.61209109999999
Dispensaire de Strasbourg,Ouvert,green,7.7388642,48.5821151
Centre Socio-Culturel ARES (CSC),Ouvert,green,7.771042399999999,48.5753619
Centre Socio-Culturel Cardek (CSC),Ouvert,green,7.754118199999999,48.5788985
Centre Socio-Culturel de l'Elsau (CSC),Ouvert,green,7.724346500000002,48.5673019
Centre Socio-Culturel Fossé des Treize - Halles/Tribunal (CSC),Fermé,red,7.748017700000002,48.5889798
Centre Socio-Culturel côté Gare (CSC),Fermé,red,7.729224999999998,48.57599
"Centre Socio-Culturel Le Galet, Hautepierre (CSC)",Modification,orange,7.700212199999998,48.5964529
Camille Claus - Centre Socio-Culturel Koenigshoffen,Fermé,red,7.702510299999999,48.5815154
Centre Socio-Culturel de la Meinau (CSC),Modification,orange,7.7502355,48.5490772
Centre Socio-Culturel Neudorf - Antenne du Neufeld (CSC),Fermé,red,7.7564907,48.5665782
Centre Socio-Culturel Neuhof - Espace Ziegel (CSC),Ouvert,green,7.761765899999999,48.5529179
Contact et Promotion,Fermé,red,7.701351099999999,48.59655229999999
Envie Strasbourg,Ouvert,green,7.717369000000001,48.58351099999999
Bibliothèque des musées,Fermé,red,7.736491299999997,48.5792081
Médiathèque André Malraux,Modification,orange,7.760305100000001,48.5733009
Médiathèque Olympe de Gouges,Modification,orange,7.73944,48.58494100000001
Médiathèque Cronenbourg,Modification,orange,7.721659700000001,48.60136130000001
Médiathèque Elsau,Modification,orange,7.725747299999998,48.56661750000001
Médiathèque Hautepierre,Modification,orange,7.7006805,48.5966308
Médiathèque de la Meinau,Modification,orange,7.7502355,48.5490772
Médiathèque / Artothèque Neudorf,Modification,orange,7.7595437,48.5661852
Médiathèque Neuhof,Modification,orange,7.767615699999999,48.54631639999999
Médiathèque Mélanie de Pourtalès - Robertsau,Modification,orange,7.7835496,48.6028635
Bibliothèque Nationale et Universitaire (BNU),Modification,orange,7.7558665,48.58710699999999
Pension de famille Stockfeldh - Adoma,Ouvert,green,7.768485999999999,48.534219
CSAPA Hôpital Civil,Ouvert,green,7.7436339,48.5759552
Centre d'Information et de Ressources sur les Drogues et les Dépendances (CIRDD),Ouvert,green,7.735697900000001,48.5768351
Maison Départementale des Personnes Handicapées MDPH,Ouvert,green,7.7373994,48.55113410000001
Centre médico-social (CMS ) Bourse - Esplanade - Krutenau,Ouvert,green,7.756649799999998,48.5768071
Secours Populaire Neuhof,Ouvert,green,7.770504799999998,48.5409432
La Loupiote,Ouvert,green,7.735466399999999,48.5835723
Centre médico-social (CMS) Musau,Ouvert,green,7.786220999999999,48.5608397
Centre socio-médical (CMS) Neudorf,Modification,orange,7.7595437,48.5661852
La RESU,Fermé,red,7.770246599999997,48.54817679999999
Plurielles,Modification,orange,7.730710399999998,48.57971979999999
SOS Hépatites Alsace-Lorraine,Ouvert,green,7.7514031,48.57762049999999
Les Petites Cantines Strasbourg,Ouvert,green,7.7384893,48.5848994
Centre Médico-Psycho-Pédagogique (CMPP),Ouvert,green,7.7715471,48.5776313
Savoirs pour réussir Grand Est,Fermé,red,7.7473914,48.6048553
La Tente des Glaneurs Strasbourg,Ouvert,green,7.776684,48.586935
Petits déjeuners à l'église Sainte Madeleine,Ouvert,green,7.754798300000002,48.57990909999999
CeGIDD du CHU de Strasbourg - Nouvel Hôpital Civil,Ouvert,green,7.74226,48.57495
Service de Santé Universitaire (SSU),Fermé,red,7.7642692,48.57677710000001
Mission Locale pour l'Emploi secteur Ouest,Ouvert,green,7.7119926,48.5927888
Mission Locale pour l'Emploi secteur Sud,Ouvert,green,7.766778700000001,48.5561377
Mission Locale pour l'Emploi secteur Erstein,Ouvert,green,7.660318500000001,48.4234614
Mission Locale pour l'Emploi secteur Illkirch/Ostwald,Ouvert,green,7.710825799999999,48.52901850000001
Mission Locale pour l'Emploi secteur Lingolsheim/Montagne-Verte,Ouvert,green,7.692772300000001,48.55926169999999
AGORAé Gallia,Fermé,red,7.759515700000001,48.58463949999999
"Méli-Mélo, boutique sport & vélos",Ouvert,green,7.713798799999999,48.60420149999999
Vetis Strasbourg,Ouvert,green,7.772711499999998,48.58087250000001
Centre Bernanos,Ouvert,green,7.763874999999999,48.5774184
Distribution alimentaire des Compagnons de l'Espoir,Ouvert,green,7.758097999999999,48.5853269
Distribution alimentaire étudiant.e.s - AFGES,Fermé,red,7.759331800000001,48.58433839999999
Oxfam Strasbourg,Ouvert,green,7.7466003,48.5806666
Carijou Strasbourg,Ouvert,green,7.7373713,48.58242189999999
Distribution alimentaire étudiant.e.s - Secours Populaire ,Modification,orange,7.762128199999999,48.5849092
Résidence Eve Luquet,Ouvert,green,7.723366,48.6022912
Centre de Jour en Santé Mentale Strasbourg Sud - CMP Pinel,Ouvert,green,7.7684071,48.545561
