name,Fermeture_Estivale,colors,longitude,latitude
ESI La maison du partage ,Fermé,red,2.3742211,48.88172669999999
PAJ (Permanence Accueil Jeunes),Fermé,red,2.3799759999999424,48.871202
Antenne de Paris Centre / Café-rencontre (Eglise Saint Eustache),Fermé,red,2.345897,48.86323609999999
ESI Agora,Fermé,red,2.3454618,48.860153
ESI Espace Saint Martin ,Fermé,red,2.35894,48.8683006
Antenne Etudiant.e.s Bayet - Secours Populaire Français ,Fermé,red,2.3597542,48.82997959999999
Busabri les enfants du Canal,Ouvert,green,2.3141279,48.8648402
Accueil Saint-Laurent,Ouvert,green,2.3586649999999736,48.8746866
Centre d'Accueil et de Médiation Relationnelle Educative et Sociale,Ouvert,green,2.3591698,48.8740093
Entraide et partage avec les sans-logis (EPALSL),Fermé,red,2.3722931,48.8741364
ESI Bichat,Fermé,red,2.3672838,48.871945
ESI Chez monsieur Vincent,Fermé,red,2.3508749999999736,48.8793013
Itinérances,Fermé,red,2.3577064,48.874014
Secours Populaire Français - Fédération de Paris,Ouvert,green,2.3722671,48.8583497
Cœur du cinq,Modification,orange,2.35344740000005,48.8413974
ESI familles Bonne Nouvelle,Fermé,red,2.348954400000025,48.8697805
Antenne de Paris 12 (Immaculée Conception),Fermé,red,2.4030698999999913,48.84611400000001
ESI Halte Femmes,Fermé,red,2.378605,48.8449167
ESI Mazas,Ouvert,green,2.3660474,48.8466556
ESI La maison dans le jardin / Saint-Michel,Fermé,red,2.415072900000041,48.8446199
ESI La maison dans la rue,Fermé,red,2.3942120000000386,48.8464546
Halte Jeunes 18-25,Fermé,red,2.3817386,48.8396095
Espace Bébé Maman et Papa,Ouvert,green,2.39913660000002,48.83716729999999
ESI l'Arche d'Avenirs,Fermé,red,2.367905800000017,48.82262419999999
ESI La maison du 13e,Ouvert,green,2.3632198000000244,48.84017859999999
Le Relais Social,Fermé,red,2.3513152000000446,48.8252597
Accueil du 11bis,Ouvert,green,2.3631959,48.8418381
Antenne Bayet - Secours Populaire Français,Fermé,red,2.3597542,48.82997959999999
Busabri,Fermé,red,2.3288496000000123,48.840008
APASO Croix Rouge,Fermé,red,2.3143360999999913,48.8274249
ESI Centre René Coty,Fermé,red,2.332682400000067,48.83290249999999
Antenne Marcel Paul - Secours Populaire Français,Modification,orange,2.319261200000001,48.8337841
Accueil du Père-Corentin,Ouvert,green,2.3303747,48.8259614
Croix-Rouge - Unité Locale Paris 15,Modification,orange,2.301428699999974,48.8295517
ESV Saint-Christophe de Javel,Modification,orange,2.27898730000004,48.8439103
ESI Familles Georges Pitard Emmaüs Solidarité,Fermé,red,2.3110024999999723,48.83556299999999
